DT;ruo;vol;T;C;MinRate;Percentile25;Percentile75;MaxRate;StatusXML;DateUpdate
1/28/26;15,6600;598,2300;54;18;15,50;15,50;15,75;16,50;0;1/29/26
1/27/26;15,6400;635,3500;62;21;14,85;15,60;15,65;15,75;0;1/28/26
1/26/26;15,6400;666,5600;66;21;14,80;15,60;15,70;15,85;0;1/27/26
1/23/26;15,6100;800,0300;68;21;14,80;15,57;15,65;15,80;0;1/26/26
1/22/26;15,7400;827,0700;72;22;14,80;15,65;15,75;15,90;0;1/23/26
1/21/26;15,7500;768,5000;74;21;14,80;15,70;15,75;15,90;0;1/22/26
1/20/26;15,7700;757,7700;73;21;14,80;15,75;15,85;15,90;0;1/21/26
1/19/26;15,7800;585,9100;51;18;14,80;15,75;15,85;15,90;0;1/20/26
1/16/26;15,8800;571,6200;53;18;14,80;15,75;15,90;15,90;0;1/19/26
1/15/26;15,7200;692,7400;67;22;14,80;15,60;15,75;16,00;0;1/16/26
1/14/26;15,6300;510,6400;51;20;14,80;15,41;15,70;15,80;0;1/15/26
1/13/26;15,2800;540,1100;46;20;14,80;15,15;15,25;15,50;0;1/14/26
1/12/26;15,5700;629,7000;54;21;14,80;15,50;15,60;15,80;0;1/13/26
12/29/25;15,8500;560,8000;45;14;15,79;15,85;15,85;16,25;0;12/30/25
12/26/25;15,8500;673,7000;63;17;15,65;15,75;15,85;16,00;0;12/29/25
12/25/25;15,8300;699,7700;70;22;14,80;15,75;15,85;16,00;0;12/26/25
12/24/25;15,8800;673,0100;65;21;14,80;15,78;15,99;16,00;0;12/25/25
12/23/25;16,0700;562,2700;60;19;14,80;15,85;16,20;16,20;0;12/24/25
12/22/25;15,7700;549,5000;56;15;15,50;15,74;15,80;16,35;0;12/23/25
12/19/25;15,8500;577,1800;60;18;15,30;15,77;15,85;15,90;0;12/22/25
12/18/25;15,8400;543,5000;50;17;15,30;15,70;15,85;15,95;0;12/19/25
12/17/25;15,8400;536,7500;59;19;15,30;15,74;15,85;15,90;0;12/18/25
12/16/25;15,8400;598,7600;62;20;15,30;15,70;15,85;15,90;0;12/17/25
12/15/25;15,8500;739,1300;68;20;15,30;15,73;15,85;16,00;0;12/16/25
12/12/25;15,9100;579,1300;50;20;15,30;15,80;15,95;16,00;0;12/15/25
12/11/25;15,9900;494,7700;52;18;15,30;15,90;16,00;16,05;0;12/12/25
12/10/25;16,0800;347,4000;47;19;15,30;15,90;16,10;16,10;0;12/11/25
12/9/25;16,3700;750,5200;75;22;15,30;16,26;16,40;16,50;0;12/10/25
12/8/25;16,4900;706,6200;79;23;15,30;16,26;16,50;16,50;0;12/9/25
12/5/25;16,4800;426,0300;60;21;15,30;16,38;16,55;16,65;0;12/8/25
12/4/25;16,3900;426,5500;47;19;15,30;16,15;16,50;16,60;0;12/5/25
12/3/25;16,2000;437,9500;51;20;15,30;16,10;16,30;16,40;0;12/4/25
12/2/25;16,2300;457,8500;52;21;15,30;16,08;16,25;16,35;0;12/3/25
12/1/25;16,2300;543,9500;57;24;15,30;16,10;16,25;16,35;0;12/2/25
11/28/25;16,2500;494,1600;61;19;15,90;16,15;16,30;16,40;0;12/1/25
11/27/25;16,2100;575,2800;59;18;15,90;16,10;16,25;16,35;0;11/28/25
11/26/25;16,2300;529,7200;54;19;16,10;16,10;16,28;16,35;0;11/27/25
11/25/25;16,2400;375,5000;49;16;16,10;16,15;16,26;16,35;0;11/26/25
11/24/25;16,2400;437,2800;52;19;15,30;16,10;16,28;16,35;0;11/25/25
11/21/25;16,2400;392,6000;49;19;15,30;16,10;16,25;16,35;0;11/24/25
11/20/25;16,2500;400,2000;48;19;15,30;16,00;16,25;16,35;0;11/21/25
11/19/25;16,2900;445,4600;51;20;15,30;16,14;16,35;16,45;0;11/20/25
11/18/25;16,4100;415,5000;48;20;15,30;16,20;16,41;16,50;0;11/19/25
11/17/25;16,4100;458,2400;58;21;15,30;16,29;16,40;16,50;0;11/18/25
11/14/25;16,4900;418,2500;54;20;15,30;16,27;16,55;16,60;0;11/17/25
11/13/25;16,4600;375,8300;46;19;15,30;16,25;16,50;16,55;0;11/14/25
11/12/25;16,3600;425,5700;48;20;15,30;16,25;16,35;16,40;0;11/13/25
11/11/25;16,1800;641,0300;60;20;15,30;16,15;16,38;16,50;0;11/12/25
11/10/25;16,4100;399,7700;51;19;15,30;16,20;16,45;16,60;0;11/11/25
11/7/25;16,4400;446,4000;51;21;15,30;16,20;16,45;16,50;0;11/10/25
11/6/25;16,3800;406,0000;50;22;15,30;16,20;16,40;16,45;0;11/7/25
11/5/25;16,3300;365,5100;42;21;15,30;16,27;16,35;16,50;0;11/6/25
11/1/25;16,3300;471,7600;55;20;16,15;16,25;16,39;16,52;0;11/5/25
10/31/25;16,2900;355,7500;40;16;16,15;16,15;16,40;16,55;0;11/1/25
10/30/25;16,2700;335,8900;46;17;16,05;16,15;16,35;16,50;0;10/31/25
10/29/25;16,3700;539,3200;52;17;16,00;16,25;16,40;16,77;0;10/30/25
10/28/25;16,4000;386,5000;36;17;16,15;16,30;16,40;16,75;0;10/29/25
10/27/25;16,2500;564,8200;57;18;16,00;16,15;16,25;16,55;0;10/28/25
10/24/25;16,4200;654,9000;58;20;15,80;16,35;16,45;17,00;0;10/27/25
10/23/25;16,3900;686,3300;64;20;15,80;16,32;16,40;17,00;0;10/24/25
10/22/25;16,4300;630,6300;59;19;15,80;16,30;16,45;16,55;0;10/23/25
10/21/25;16,3700;551,0000;54;17;15,80;16,25;16,45;16,80;0;10/22/25
10/20/25;16,4400;555,0600;54;17;15,80;16,39;16,45;16,80;0;10/21/25
10/17/25;16,4500;513,4000;47;18;15,80;16,45;16,48;16,66;0;10/20/25
10/16/25;16,3900;430,4000;42;20;15,80;16,35;16,40;16,45;0;10/17/25
10/15/25;16,3500;293,9300;38;21;15,80;16,35;16,35;16,50;0;10/16/25
10/14/25;16,3500;343,5800;38;17;15,80;16,35;16,35;16,50;0;10/15/25
10/13/25;16,3500;422,5100;41;20;15,80;16,35;16,35;16,72;0;10/14/25
10/10/25;16,3500;504,6000;47;19;15,80;16,30;16,35;16,70;0;10/13/25
10/9/25;16,7500;534,9000;58;21;15,80;16,65;16,75;17,00;0;10/10/25
10/8/25;16,7500;485,2500;56;19;15,80;16,70;16,75;17,00;0;10/9/25
10/7/25;16,8300;440,8200;56;19;15,80;16,68;16,85;17,07;0;10/8/25
10/6/25;16,8300;515,2000;51;18;16,30;16,80;16,85;17,10;0;10/7/25
10/3/25;16,7900;574,5900;53;18;16,30;16,75;16,80;16,90;0;10/6/25
10/2/25;16,7600;587,6500;53;16;16,35;16,70;16,80;17,00;0;10/3/25
10/1/25;16,8000;591,1600;49;17;16,40;16,75;16,85;17,00;0;10/2/25
9/30/25;16,9900;455,6400;44;17;16,70;16,90;17,00;17,75;0;10/1/25
9/29/25;17,0000;325,3600;37;18;16,75;16,95;17,00;17,25;0;9/30/25
9/26/25;17,0000;382,6900;38;19;16,05;16,90;17,00;17,29;0;9/29/25
9/25/25;17,0000;408,6500;41;18;16,75;16,90;17,00;17,22;0;9/26/25
9/24/25;16,9100;450,7900;40;18;15,80;16,85;16,95;17,22;0;9/25/25
9/23/25;16,9200;528,5400;49;19;15,80;16,85;16,95;17,20;0;9/24/25
9/22/25;16,9600;484,2500;48;18;15,80;16,88;17,00;17,60;0;9/23/25
9/19/25;16,9600;566,6400;47;18;15,80;16,85;16,99;17,22;0;9/22/25
9/18/25;16,8800;480,0500;43;19;15,80;16,75;16,90;17,00;0;9/19/25
9/17/25;16,8300;508,3600;45;19;15,80;16,74;16,85;17,00;0;9/18/25
9/16/25;16,7900;612,9900;54;20;15,80;16,75;16,85;17,00;0;9/17/25
9/15/25;16,7600;659,6400;53;18;15,80;16,73;16,75;17,00;0;9/16/25
9/12/25;17,0600;577,0000;50;17;16,80;17,05;17,10;17,30;0;9/15/25
9/11/25;17,0500;535,5300;46;17;16,80;17,05;17,15;17,30;0;9/12/25
9/10/25;17,0700;421,2400;38;15;16,80;17,05;17,15;17,25;0;9/11/25
9/9/25;17,7500;587,1600;60;19;16,80;17,65;17,75;17,85;0;9/10/25
9/8/25;17,7200;609,8600;57;20;16,80;17,65;17,75;17,80;0;9/9/25
9/5/25;17,7300;458,1100;45;19;16,80;17,60;17,75;17,85;0;9/8/25
9/4/25;17,7500;447,8000;43;20;16,80;17,68;17,75;17,85;0;9/5/25
9/3/25;17,7400;477,2500;44;16;17,50;17,65;17,75;17,90;0;9/4/25
9/2/25;17,7500;420,2600;40;18;16,80;17,67;17,75;17,85;0;9/3/25
9/1/25;17,7500;347,5000;30;15;16,80;17,70;17,75;17,80;0;9/2/25
8/29/25;17,7500;413,5000;33;15;17,10;17,70;17,75;17,85;0;9/1/25
8/28/25;17,7500;339,3700;32;15;16,85;17,65;17,75;17,90;0;8/29/25
8/27/25;17,7200;632,3700;45;14;17,35;17,60;17,75;17,80;0;8/28/25
8/26/25;17,7500;599,1500;55;16;17,40;17,65;17,75;17,80;0;8/27/25
8/25/25;17,7400;609,6000;54;15;17,50;17,60;17,75;17,80;0;8/26/25
8/22/25;17,7400;450,7000;44;14;17,50;17,60;17,80;17,85;0;8/25/25
8/21/25;17,7600;485,8200;42;14;17,50;17,60;17,80;17,85;0;8/22/25
8/20/25;17,7200;444,6400;42;13;17,50;17,60;17,75;17,85;0;8/21/25
8/19/25;17,7400;419,0400;38;14;16,85;17,60;17,75;17,75;0;8/20/25
8/18/25;17,6800;399,0000;37;15;17,40;17,60;17,75;17,85;0;8/19/25
8/15/25;17,8100;413,3800;39;14;17,60;17,75;17,90;17,90;0;8/18/25
8/14/25;17,7700;504,5000;50;14;17,50;17,70;17,85;17,90;0;8/15/25
8/13/25;17,7300;486,4900;46;15;17,50;17,65;17,75;17,95;0;8/14/25
8/12/25;17,0900;459,0400;39;13;16,80;17,05;17,10;17,30;0;8/13/25
8/11/25;17,5900;553,7900;46;16;16,80;17,50;17,70;17,99;0;8/12/25
8/8/25;17,7500;696,8500;61;18;16,80;17,75;17,75;17,85;0;8/11/25
8/7/25;17,7700;594,7000;54;15;17,70;17,73;17,80;17,90;0;8/8/25
8/6/25;17,7700;554,0700;50;16;17,10;17,75;17,80;17,95;0;8/7/25
8/5/25;17,7500;841,0200;66;16;17,60;17,75;17,77;18,25;0;8/6/25
8/4/25;17,9300;803,8800;66;20;16,85;17,80;18,07;18,25;0;8/5/25
8/1/25;18,0900;660,2900;57;20;16,85;17,95;18,10;18,50;0;8/4/25
7/31/25;18,2300;581,3900;50;14;18,02;18,15;18,25;18,60;0;8/1/25
7/30/25;18,5000;519,0500;47;20;16,85;18,35;18,60;18,75;0;7/31/25
7/29/25;18,5800;463,6400;40;15;16,85;18,50;18,60;18,75;0;7/30/25
7/28/25;18,4800;541,9900;50;17;16,85;18,25;18,55;18,90;0;7/29/25
7/25/25;19,1200;541,7000;45;17;18,85;19,05;19,15;19,47;0;7/28/25
7/24/25;19,1100;776,2000;61;18;18,85;19,05;19,15;19,40;0;7/25/25
7/23/25;19,1000;704,8000;56;17;18,85;19,05;19,15;19,40;0;7/24/25
7/22/25;19,1000;680,6000;52;17;18,85;19,05;19,15;19,30;0;7/23/25
7/21/25;19,1000;649,3300;48;15;18,85;19,07;19,15;19,40;0;7/22/25
7/18/25;19,1300;638,0000;51;19;18,80;19,10;19,15;19,50;0;7/21/25
7/17/25;19,2100;589,7000;50;18;18,80;19,10;19,25;19,50;0;7/18/25
7/16/25;19,1700;592,2500;52;17;18,80;19,10;19,15;19,50;0;7/17/25
7/15/25;19,2400;601,1100;55;18;18,80;19,10;19,25;19,30;0;7/16/25
7/14/25;19,2200;638,9900;58;20;18,80;19,10;19,25;19,25;0;7/15/25
7/11/25;19,2500;535,3900;46;16;18,80;19,10;19,25;19,58;0;7/14/25
7/10/25;19,3700;558,7200;57;17;18,80;19,15;19,50;19,50;0;7/11/25
7/9/25;19,6600;586,4100;60;18;18,80;19,40;19,75;19,75;0;7/10/25
7/8/25;19,9500;624,8600;71;20;18,80;19,79;20,00;20,01;0;7/9/25
7/7/25;20,0000;465,7300;50;19;18,80;19,85;20,00;20,15;0;7/8/25
7/4/25;20,0000;500,6900;50;20;18,80;19,85;20,00;20,10;0;7/7/25
7/3/25;19,9900;398,8300;46;18;18,80;19,85;20,00;20,05;0;7/4/25
7/2/25;20,0600;415,3000;46;20;18,85;19,90;20,10;20,15;0;7/3/25
7/1/25;19,9600;511,3600;48;16;18,85;19,85;20,00;20,10;0;7/2/25
6/30/25;20,2300;398,8800;43;15;19,65;19,81;20,25;20,40;0;7/1/25
6/27/25;19,8600;384,4300;49;19;18,85;19,75;20,00;20,10;0;6/30/25
6/26/25;19,7100;486,8400;47;20;18,80;19,40;19,75;20,00;0;6/27/25
6/25/25;19,7300;582,1600;56;19;18,80;19,50;19,75;19,75;0;6/26/25
6/24/25;19,7300;550,7500;49;18;18,85;19,50;19,75;20,00;0;6/25/25
6/23/25;19,7200;496,5900;47;19;18,85;19,43;19,75;20,00;0;6/24/25
6/20/25;19,7300;568,7400;56;19;18,85;19,50;19,75;20,00;0;6/23/25
6/19/25;19,7300;563,2800;54;18;18,85;19,60;19,75;19,85;0;6/20/25
6/18/25;19,8100;539,5000;50;21;18,85;19,65;19,85;20,00;0;6/19/25
6/17/25;19,7900;654,9100;66;21;18,80;19,70;19,85;20,00;0;6/18/25
6/16/25;19,7500;613,0900;63;21;18,80;19,70;19,85;20,00;0;6/17/25
6/11/25;19,8800;515,3600;60;20;18,80;19,70;20,00;20,10;0;6/16/25
6/10/25;19,8000;508,2400;57;20;18,80;19,65;19,85;20,00;0;6/11/25
6/9/25;19,7200;540,9900;55;19;18,80;19,50;19,75;19,90;0;6/10/25
6/6/25;20,6000;569,3400;55;16;19,80;20,25;20,65;20,65;0;6/9/25
6/5/25;20,7900;590,7700;62;20;19,80;20,45;20,85;20,85;0;6/6/25
6/4/25;20,7900;514,2100;55;18;19,80;20,60;20,84;20,95;0;6/5/25
6/3/25;21,1100;626,3500;68;21;19,80;20,90;21,25;21,35;0;6/4/25
6/2/25;21,0800;650,9800;60;19;19,80;20,85;21,15;21,25;0;6/3/25
5/30/25;21,0300;568,2400;60;17;20,70;20,80;21,15;21,55;0;6/2/25
5/29/25;20,7700;365,4600;38;16;20,60;20,70;20,85;21,05;0;5/30/25
5/28/25;20,8900;509,6600;52;21;20,45;20,60;21,00;21,35;0;5/29/25
5/27/25;20,7500;621,5100;65;20;19,85;20,50;20,80;21,25;0;5/28/25
5/26/25;20,7100;580,7900;55;16;20,25;20,45;20,75;20,90;0;5/27/25
5/23/25;20,7900;690,7000;70;18;20,25;20,65;20,90;21,25;0;5/26/25
5/22/25;20,8300;590,8700;59;17;20,40;20,61;20,90;21,25;0;5/23/25
5/21/25;20,8600;554,7700;60;21;19,80;20,68;20,90;21,25;0;5/22/25
5/20/25;20,8700;527,8900;58;21;19,80;20,75;21,00;21,25;0;5/21/25
5/19/25;20,9000;482,3300;58;21;19,80;20,75;21,00;21,25;0;5/20/25
5/16/25;20,9200;426,6000;48;21;19,80;20,70;21,03;21,25;0;5/19/25
5/15/25;20,9300;358,5000;45;18;19,80;20,60;21,10;21,15;0;5/16/25
5/14/25;20,8700;371,8100;48;19;19,80;20,55;21,00;21,25;0;5/15/25
5/13/25;20,6700;368,9300;42;17;19,80;20,55;20,80;20,90;0;5/14/25
5/12/25;20,6700;243,3500;36;19;19,80;20,50;20,75;20,80;0;5/13/25
5/7/25;20,6700;376,6700;46;20;19,80;20,50;20,75;20,85;0;5/12/25
5/6/25;20,5700;513,3700;59;18;20,05;20,43;20,65;20,80;0;5/7/25
5/5/25;20,6500;659,7700;70;20;20,15;20,50;20,75;20,90;0;5/6/25
4/30/25;20,7400;438,2200;52;18;20,25;20,60;20,75;21,00;0;5/5/25
4/29/25;20,7200;353,4100;45;17;20,25;20,50;20,75;21,25;0;4/30/25
4/28/25;20,6200;307,9900;50;20;20,20;20,50;20,75;20,80;0;4/29/25
4/25/25;20,7700;431,2600;59;16;20,30;20,66;20,80;20,85;0;4/28/25
4/24/25;20,7700;466,1900;65;20;19,80;20,65;20,80;20,90;0;4/25/25
4/23/25;20,6900;148,1600;28;17;19,80;20,58;20,75;20,80;0;4/24/25
4/22/25;20,6500;344,2500;48;17;19,80;20,60;20,74;20,80;0;4/23/25
4/21/25;20,6700;362,3100;48;19;19,80;20,60;20,75;20,79;0;4/22/25
4/18/25;20,6500;429,1800;57;21;19,80;20,60;20,70;21,20;0;4/21/25
4/17/25;20,6600;328,6600;44;20;19,80;20,50;20,75;20,83;0;4/18/25
4/16/25;20,9700;348,9100;45;19;19,80;20,75;21,10;21,40;0;4/17/25
4/15/25;21,2800;434,0100;49;20;19,80;21,10;21,35;21,60;0;4/16/25
4/14/25;21,5000;531,2600;59;19;19,80;21,50;21,50;21,70;0;4/15/25
4/11/25;21,5400;552,4600;63;20;20,10;21,40;21,55;21,75;0;4/14/25
4/10/25;21,5300;452,2400;52;18;21,15;21,40;21,55;21,75;0;4/11/25
4/9/25;21,5000;464,7300;48;17;21,15;21,30;21,50;21,70;0;4/10/25
4/8/25;21,2900;610,1500;63;20;20,10;21,00;21,50;21,75;0;4/9/25
4/7/25;21,6600;556,0600;56;17;19,80;21,40;21,71;21,80;0;4/8/25
4/4/25;21,5500;289,3700;36;15;21,25;21,50;21,70;21,80;0;4/7/25
4/3/25;21,5500;323,2700;39;16;21,30;21,50;21,69;21,85;0;4/4/25
4/2/25;21,5400;275,0000;35;21;19,90;21,33;21,60;21,65;0;4/3/25
4/1/25;21,4900;241,7900;31;18;20,05;21,40;21,60;21,65;0;4/2/25
3/31/25;21,4500;212,6000;27;16;21,15;21,30;21,59;21,65;0;4/1/25
3/28/25;21,0600;370,0100;48;17;20,75;21,00;21,20;21,35;0;3/31/25
3/27/25;21,4700;615,1000;67;17;19,90;21,25;21,60;21,65;0;3/28/25
3/26/25;21,5300;373,0200;48;15;21,00;21,34;21,60;21,65;0;3/27/25
3/25/25;21,5400;502,0600;63;16;21,00;21,40;21,65;21,65;0;3/26/25
3/24/25;21,5800;559,0000;66;19;19,80;21,30;21,65;21,75;0;3/25/25
3/21/25;21,4800;390,2500;49;17;19,80;21,20;21,60;21,70;0;3/24/25
3/20/25;21,4500;385,5000;47;18;19,80;21,15;21,60;21,65;0;3/21/25
3/19/25;21,4500;360,3400;51;19;19,80;21,20;21,54;21,75;0;3/20/25
3/18/25;21,4000;412,1400;47;19;19,80;21,16;21,50;21,60;0;3/19/25
3/17/25;21,4100;412,2100;48;16;21,00;21,15;21,50;21,60;0;3/18/25
3/14/25;21,5000;506,4700;71;17;21,00;21,24;21,60;21,75;0;3/17/25
3/13/25;21,1800;303,0700;39;14;21,00;21,00;21,35;21,50;0;3/14/25
3/12/25;21,2100;375,4900;53;19;20,80;21,00;21,35;21,40;0;3/13/25
3/11/25;21,1600;548,3900;78;23;19,90;21,00;21,25;21,50;0;3/12/25
3/10/25;21,4500;403,9700;55;18;21,00;21,25;21,60;21,65;0;3/11/25
3/7/25;21,4000;310,3000;47;18;21,00;21,25;21,60;21,75;0;3/10/25
3/6/25;21,3700;323,4400;49;20;19,90;21,15;21,55;21,75;0;3/7/25
3/5/25;21,2900;356,4600;55;20;19,90;21,10;21,50;21,75;0;3/6/25
3/4/25;21,2400;397,0800;52;18;21,00;21,09;21,35;21,50;0;3/5/25
3/3/25;21,1400;418,6500;53;18;20,85;21,00;21,25;21,50;0;3/4/25
2/28/25;21,1700;364,9700;48;15;20,75;20,98;21,25;21,50;0;3/3/25
2/27/25;21,1600;596,4100;71;19;20,75;21,00;21,25;21,25;0;2/28/25
2/26/25;21,1700;586,7400;75;18;20,75;21,00;21,25;21,25;0;2/27/25
2/25/25;21,1600;494,4100;61;21;19,90;21,00;21,25;21,35;0;2/26/25
2/24/25;21,0700;389,1500;47;17;20,75;21,00;21,23;21,50;0;2/25/25
2/21/25;21,1200;345,4100;48;17;20,90;21,00;21,25;21,35;0;2/24/25
2/20/25;21,0000;215,8100;32;16;20,90;21,00;21,08;21,25;0;2/21/25
2/19/25;20,9700;316,0800;46;17;20,75;20,90;21,00;21,10;0;2/20/25
2/18/25;20,9700;522,9400;62;14;20,70;20,90;21,00;21,10;0;2/19/25
2/17/25;20,9700;517,7300;62;18;20,80;20,90;21,00;21,20;0;2/18/25
2/14/25;20,9800;294,3300;43;16;20,75;20,90;21,00;21,35;0;2/17/25
2/13/25;20,8500;238,9000;34;16;20,75;20,80;20,95;21,25;0;2/14/25
2/12/25;20,7600;189,0500;29;17;20,50;20,75;20,80;21,00;0;2/13/25
2/11/25;21,1400;264,4300;36;18;20,75;21,00;21,25;21,50;0;2/12/25
2/10/25;20,4300;213,5900;31;15;20,20;20,30;20,50;20,90;0;2/11/25
2/7/25;20,2600;270,1000;36;15;20,15;20,20;20,30;20,40;0;2/10/25
2/6/25;20,2600;347,0200;35;15;20,15;20,20;20,30;20,40;0;2/7/25
2/5/25;20,2600;296,9900;29;15;20,15;20,25;20,30;20,40;0;2/6/25
2/4/25;20,2600;222,6800;29;15;19,90;20,25;20,36;20,65;0;2/5/25
2/3/25;20,5600;287,5400;36;15;20,20;20,40;20,65;20,75;0;2/4/25
1/31/25;20,7600;231,5700;36;14;20,40;20,63;20,76;20,80;0;2/3/25
1/30/25;20,6800;186,5300;28;13;20,40;20,65;20,70;20,75;0;1/31/25
1/29/25;20,6800;345,8500;40;18;19,90;20,50;20,75;21,00;0;1/30/25
1/28/25;20,7200;250,2200;32;13;20,41;20,73;20,75;20,90;0;1/29/25
1/27/25;20,7100;307,5000;38;14;20,25;20,50;20,75;20,85;0;1/28/25
1/24/25;20,7300;334,7800;46;14;20,50;20,60;20,75;20,90;0;1/27/25
1/23/25;20,7300;307,5300;41;15;19,90;20,55;20,85;21,25;0;1/24/25
1/22/25;20,8400;386,8800;54;16;20,50;20,75;21,25;21,50;0;1/23/25
1/21/25;21,1800;368,6600;54;17;20,75;20,90;21,25;21,50;0;1/22/25
1/20/25;21,0800;341,5300;45;19;20,75;20,75;21,25;21,50;0;1/21/25
1/17/25;21,0600;393,3500;58;19;20,50;20,75;21,25;21,50;0;1/20/25
1/16/25;20,8500;336,1000;46;16;20,50;20,60;21,15;21,50;0;1/17/25
1/15/25;20,7400;369,5800;51;18;20,50;20,60;20,79;21,05;0;1/16/25
1/14/25;21,0000;449,5900;61;19;20,35;20,75;21,10;21,25;0;1/15/25
1/13/25;20,4900;667,4500;82;18;20,15;20,40;20,50;20,60;0;1/14/25
1/10/25;20,6200;580,9300;69;17;20,23;20,50;20,75;21,15;0;1/13/25
1/9/25;21,0000;646,2800;72;20;20,48;21,00;21,00;21,40;0;1/10/25
12/27/24;20,4700;405,7300;42;17;20,15;20,25;20,50;21,50;0;12/28/24
12/26/24;20,5000;414,8100;56;22;20,15;20,50;20,50;21,00;0;12/27/24
12/25/24;20,5000;484,4400;55;17;20,20;20,50;20,55;21,25;0;12/26/24
12/24/24;20,4800;522,0100;55;20;20,20;20,50;20,55;21,00;0;12/25/24
12/23/24;20,5200;444,7100;57;21;20,20;20,50;20,70;20,90;0;12/24/24
12/20/24;20,9900;398,8300;51;20;20,25;20,50;22,05;22,50;0;12/23/24
12/19/24;21,9700;361,0500;48;17;21,45;22,00;22,05;22,50;0;12/20/24
12/18/24;21,9800;350,9900;43;22;20,50;21,86;22,04;22,50;0;12/19/24
12/17/24;22,0800;350,2900;44;17;21,75;21,90;22,20;22,75;0;12/18/24
12/16/24;22,0200;312,9300;36;21;20,50;21,85;22,25;22,50;0;12/17/24
12/13/24;21,9600;252,4200;33;14;20,85;21,85;22,25;22,75;0;12/16/24
12/12/24;21,8000;268,3500;35;17;21,50;21,75;22,00;22,50;0;12/13/24
12/11/24;21,3100;288,4100;34;18;20,10;20,75;21,50;22,10;0;12/12/24
12/10/24;20,6400;118,8500;15;14;19,90;20,50;20,75;21,05;0;12/11/24
12/9/24;20,4400;203,3400;26;14;20,05;20,25;20,75;20,85;0;12/10/24
12/6/24;20,7300;554,7700;56;18;20,20;20,61;20,85;21,25;0;12/9/24
12/5/24;20,9800;634,2200;77;22;20,40;20,75;21,00;21,35;0;12/6/24
12/4/24;20,9700;387,5600;47;21;20,40;20,80;21,04;21,25;0;12/5/24
12/3/24;20,9600;604,4600;45;19;20,50;20,90;21,25;21,65;0;12/4/24
12/2/24;21,2200;298,0400;36;18;20,10;20,85;21,75;22,25;0;12/3/24
11/29/24;21,0900;283,8700;38;23;20,10;20,75;21,50;22,00;0;12/2/24
11/28/24;20,8700;347,7800;45;20;20,10;20,75;21,25;21,50;0;11/29/24
11/27/24;20,6400;487,0000;55;19;20,45;20,50;20,85;21,50;0;11/28/24
11/26/24;20,5000;271,1500;33;17;20,10;20,50;20,50;20,95;0;11/27/24
11/25/24;20,4400;326,8100;36;17;20,25;20,29;20,60;21,00;0;11/26/24
11/22/24;20,6300;382,5000;43;17;20,40;20,50;21,00;21,50;0;11/25/24
11/21/24;20,5200;337,0000;41;17;20,20;20,50;20,60;21,00;0;11/22/24
11/20/24;20,6900;237,5800;30;15;20,25;20,50;20,85;21,15;0;11/21/24
11/19/24;20,6500;361,3000;42;19;20,50;20,65;21,00;21,25;0;11/20/24
11/18/24;20,7500;387,0400;42;16;20,50;20,70;20,85;21,25;0;11/19/24
11/15/24;20,7800;413,8300;50;18;20,50;20,65;21,00;21,25;0;11/18/24
11/14/24;20,7000;359,7400;45;15;20,50;20,65;20,85;21,50;0;11/15/24
11/13/24;20,8500;388,8800;50;18;20,40;20,75;21,00;21,50;0;11/14/24
11/12/24;21,0900;443,1800;54;19;20,25;20,75;21,25;21,75;0;11/13/24
11/11/24;20,8200;488,9100;56;19;20,40;20,60;21,00;21,50;0;11/12/24
11/8/24;20,4900;485,8500;56;17;20,20;20,35;20,53;21,25;0;11/11/24
11/7/24;20,3000;398,0500;41;17;19,00;20,25;20,50;21,25;0;11/8/24
11/6/24;20,2700;451,0600;50;18;20,15;20,20;20,40;21,00;0;11/7/24
11/5/24;20,2900;565,1600;56;19;20,10;20,25;20,60;21,00;0;11/6/24
11/2/24;20,4000;412,2100;44;20;20,20;20,25;20,60;21,00;0;11/5/24
11/1/24;20,3700;460,4800;50;19;20,20;20,25;20,65;21,00;0;11/2/24
10/31/24;20,5700;420,1400;53;20;20,25;20,25;21,00;21,50;0;11/1/24
10/30/24;20,4200;381,2500;53;21;20,20;20,25;20,85;24,50;0;10/31/24
10/29/24;20,5400;365,0300;57;22;20,15;20,50;21,00;24,00;0;10/30/24
10/28/24;20,4900;348,6800;56;21;20,15;20,33;20,75;21,60;0;10/29/24
10/25/24;18,7200;475,6800;58;21;18,35;18,50;19,25;20,00;0;10/28/24
10/24/24;18,6400;430,3900;58;20;18,40;18,50;19,00;19,50;0;10/25/24
10/23/24;18,7100;483,7800;64;20;18,30;18,59;19,00;20,00;0;10/24/24
10/22/24;18,6600;487,5500;59;19;18,25;18,60;19,00;20,00;0;10/23/24
10/21/24;18,6400;543,0100;54;17;18,30;18,60;18,70;19,25;0;10/22/24
10/18/24;18,7500;416,1900;45;16;18,45;18,70;18,75;19,25;0;10/21/24
10/17/24;18,8000;452,5100;53;17;18,40;18,75;18,85;19,95;0;10/18/24
10/16/24;18,5200;469,0000;54;18;18,25;18,50;18,90;19,65;0;10/17/24
10/15/24;18,6100;732,2200;73;19;18,23;18,50;19,00;19,85;0;10/16/24
10/14/24;18,6100;701,6100;77;20;18,23;18,25;19,00;19,85;0;10/15/24
10/11/24;18,6200;632,4300;72;21;18,25;18,50;18,93;19,85;0;10/14/24
10/10/24;18,6500;587,4200;74;21;18,25;18,50;19,00;19,85;0;10/11/24
10/9/24;18,5600;475,8800;61;19;18,25;18,50;18,75;20,07;0;10/10/24
